,CustomerID,Number Of Purchases,Days From Last Purchase,Days From First Purchase,Total Revenue,Cluster Category
1275,14755.0,2219,9.0,334.0,5010,2
1276,12664.0,1203,8.0,322.0,4881,2
1277,16693.0,204,68.0,271.0,482,2
1278,16602.0,336,36.0,36.0,528,3
1279,12380.0,1127,21.0,185.0,2724,1
1280,17836.0,88,47.0,47.0,110,3
1281,12580.0,238,246.0,246.0,415,0
1282,16765.0,4,294.0,294.0,34,0
1283,18073.0,3108,114.0,197.0,3877,1
1284,14109.0,88,72.0,72.0,144,3
1285,12993.0,240,23.0,298.0,414,2
1286,13148.0,1975,29.0,364.0,3707,2
1287,17123.0,246,161.0,161.0,345,1
1288,16776.0,262,60.0,60.0,388,3
1289,17313.0,1402,31.0,31.0,2328,3
1290,13492.0,408,136.0,214.0,1269,1
1291,14223.0,585,92.0,264.0,991,1
1292,13327.0,1600,38.0,365.0,3627,2
1293,16603.0,480,74.0,91.0,482,3
1294,12951.0,503,8.0,330.0,1064,2
1295,12488.0,529,9.0,75.0,1298,3
1296,15182.0,253,154.0,268.0,622,1
1297,16717.0,1866,23.0,366.0,3858,2
1298,16065.0,231,365.0,365.0,372,0
1299,14745.0,1038,112.0,285.0,1220,2
1300,15769.0,29672,7.0,371.0,56252,2
1301,16842.0,693,100.0,302.0,1264,2
1302,16917.0,232,276.0,276.0,391,0
1303,17186.0,200,46.0,60.0,144,3
1304,14270.0,197,331.0,331.0,492,0
1305,16462.0,16,73.0,283.0,136,2
1306,14487.0,735,26.0,368.0,1196,2
1307,16405.0,187,302.0,310.0,167,0
1308,12726.0,3143,28.0,357.0,2609,2
1309,17694.0,184,141.0,141.0,283,1
1310,13611.0,766,89.0,359.0,1171,2
1311,12367.0,173,4.0,4.0,168,3
1312,12455.0,2089,73.0,296.0,2466,2
1313,14456.0,2908,5.0,142.0,3062,3
1314,13947.0,44,65.0,65.0,90,3
1315,14878.0,802,12.0,358.0,1485,2
1316,15414.0,443,9.0,242.0,774,2
1317,12651.0,78,334.0,334.0,114,0
1318,12690.0,106,205.0,205.0,389,1
1319,13173.0,277,4.0,367.0,353,2
1320,17094.0,152,322.0,322.0,301,0
1321,14642.0,76,58.0,58.0,96,3
1322,16714.0,610,218.0,317.0,1161,0
1323,17312.0,372,138.0,159.0,644,1
1324,15507.0,162,171.0,171.0,492,1
1325,13265.0,1752,53.0,273.0,2107,2
1326,12478.0,236,3.0,3.0,680,3
1327,17158.0,778,32.0,360.0,1266,2
1328,16244.0,855,211.0,372.0,1522,0
1329,14466.0,1006,29.0,372.0,2272,2
1330,12678.0,10923,42.0,353.0,17628,2
1331,18209.0,58,28.0,28.0,139,3
1332,13927.0,214,74.0,74.0,348,3
1333,16686.0,2030,47.0,355.0,3062,2
1334,18159.0,139,301.0,301.0,530,0
1335,12541.0,680,29.0,280.0,981,2
1336,15363.0,144,372.0,372.0,326,0
1337,15791.0,731,43.0,204.0,1612,1
1338,15786.0,3364,46.0,114.0,4932,3
1339,15843.0,27,303.0,303.0,118,0
1340,13280.0,522,122.0,337.0,814,2
1341,13610.0,516,12.0,285.0,1131,2
1342,15069.0,520,179.0,179.0,1109,1
1343,17289.0,520,31.0,180.0,944,1
1344,14410.0,571,92.0,305.0,1105,2
1345,12693.0,255,127.0,319.0,855,2
1346,18114.0,55,290.0,290.0,220,0
1347,16832.0,33,184.0,217.0,199,1
1348,12453.0,473,134.0,134.0,707,1
1349,17142.0,81,239.0,239.0,579,0
1350,14448.0,104,9.0,364.0,375,2
1351,17513.0,254,72.0,72.0,513,3
1352,16266.0,398,73.0,206.0,861,1
1353,13752.0,876,124.0,246.0,1186,1
1354,18276.0,186,43.0,43.0,335,3
1355,13841.0,100,252.0,252.0,85,0
1356,12421.0,484,15.0,319.0,807,2
1357,17362.0,191,239.0,309.0,312,0
1358,14716.0,604,43.0,148.0,329,1
1359,15677.0,319,49.0,49.0,657,3
1360,16536.0,251,110.0,110.0,548,1
1361,13658.0,1019,9.0,204.0,2639,1
1362,14696.0,1630,4.0,373.0,2078,2
1363,12497.0,1236,81.0,81.0,1043,3
1364,15922.0,138,373.0,373.0,369,0
1365,15561.0,267,11.0,215.0,800,1
1366,17302.0,575,14.0,305.0,1135,2
1367,15727.0,3065,16.0,359.0,5178,2
1368,18142.0,1276,157.0,215.0,1019,1
1369,13209.0,4253,30.0,361.0,5891,2
1370,16385.0,261,60.0,366.0,555,2
1371,17720.0,576,26.0,367.0,1195,2
1372,15437.0,79,262.0,262.0,200,0
1373,16081.0,1477,56.0,366.0,2806,2
1374,12864.0,216,138.0,138.0,147,1
1375,13012.0,824,9.0,294.0,1661,2
1376,17365.0,4777,12.0,332.0,4801,2
1377,17655.0,1116,10.0,366.0,2638,2
1378,13533.0,204,182.0,267.0,270,0
1379,15267.0,944,22.0,182.0,1717,1
1380,14824.0,525,10.0,91.0,1127,3
1381,12891.0,950,185.0,292.0,331,0
1382,18204.0,1200,71.0,192.0,1993,1
1383,15674.0,1275,73.0,254.0,2446,1
1384,15347.0,130,366.0,366.0,201,0
1385,17073.0,759,17.0,109.0,1446,3
1386,14618.0,264,9.0,337.0,553,2
1387,14110.0,2445,3.0,266.0,5683,2
1388,13854.0,2296,8.0,365.0,8109,2
1389,15748.0,51,40.0,40.0,149,3
1390,16372.0,166,33.0,33.0,367,3
1391,16951.0,1318,134.0,304.0,1277,2
1392,14529.0,348,60.0,110.0,620,3
1393,15990.0,443,44.0,287.0,792,2
1394,17030.0,146,63.0,63.0,146,3
1395,14800.0,3655,47.0,369.0,4339,2
1396,15544.0,3109,9.0,372.0,3546,2
1397,16114.0,43,170.0,170.0,135,1
1398,16619.0,133,263.0,263.0,226,0
1399,15473.0,672,14.0,60.0,1771,3
1400,13484.0,44,241.0,241.0,313,0
1401,13058.0,52,24.0,151.0,271,1
1402,16141.0,238,88.0,88.0,620,3
1403,13301.0,345,103.0,292.0,618,2
1404,16235.0,330,40.0,332.0,867,2
1405,17880.0,314,364.0,364.0,458,0
1406,16318.0,199,35.0,35.0,328,3
1407,18261.0,146,43.0,95.0,324,3
1408,15076.0,571,172.0,172.0,880,1
1409,12783.0,624,2.0,75.0,2225,3
1410,16552.0,219,242.0,373.0,379,0
1411,17114.0,219,5.0,334.0,808,2
1412,17135.0,1224,16.0,371.0,1139,2
1413,12750.0,137,128.0,128.0,275,1
1414,13804.0,1498,30.0,289.0,2635,2
1415,12445.0,62,22.0,22.0,133,3
1416,13513.0,109,126.0,126.0,205,1
1417,13268.0,3658,17.0,267.0,3214,2
1418,13034.0,369,54.0,369.0,642,2
1419,15673.0,1514,88.0,327.0,2881,2
1420,16549.0,2365,10.0,334.0,4154,2
1421,17975.0,1568,15.0,366.0,4488,2
1422,17593.0,3101,3.0,352.0,3927,2
1423,15271.0,1262,7.0,365.0,2507,2
1424,14911.0,80265,1.0,373.0,143825,2
1425,16423.0,230,24.0,24.0,346,3
1426,14012.0,160,277.0,277.0,328,0
1427,14450.0,241,180.0,320.0,483,0
1428,13310.0,587,28.0,324.0,1132,2
1429,17811.0,4177,4.0,333.0,7837,2
1430,16513.0,407,4.0,43.0,874,3
1431,17928.0,140,45.0,246.0,212,1
1432,15358.0,7050,4.0,365.0,8347,2
1433,15937.0,73,64.0,64.0,145,3
1434,14211.0,1242,53.0,295.0,2241,2
1435,17786.0,200,85.0,317.0,278,2
1436,18239.0,795,218.0,372.0,1561,0
1437,16909.0,436,72.0,72.0,379,3
1438,18102.0,64124,0.0,367.0,259657,2
1439,17226.0,406,308.0,308.0,393,0
1440,17344.0,66,46.0,46.0,160,3
1441,15152.0,2704,9.0,187.0,4745,1
1442,12428.0,3536,25.0,283.0,7956,2
1443,13207.0,130,15.0,150.0,250,1
1444,14840.0,31,267.0,267.0,62,0
1445,18110.0,86,19.0,19.0,236,3
1446,13617.0,300,40.0,180.0,544,1
1447,16933.0,288,1.0,239.0,563,2
1448,14890.0,51,253.0,253.0,125,0
1449,17522.0,1034,1.0,218.0,1070,1
1450,14966.0,187,14.0,14.0,191,3
1451,17503.0,486,2.0,38.0,558,3
1452,16542.0,46,53.0,53.0,119,3
1453,17040.0,181,137.0,137.0,449,1
1454,13931.0,725,95.0,280.0,1237,2
1455,15224.0,152,358.0,362.0,322,0
1456,15523.0,132,84.0,84.0,412,3
1457,15415.0,575,313.0,313.0,572,0
1458,15484.0,3152,1.0,78.0,3594,3
1459,18101.0,88,11.0,143.0,223,3
1460,15160.0,84,357.0,357.0,158,0
1461,17386.0,1902,7.0,165.0,2686,1
1462,14576.0,12,372.0,372.0,35,0
1463,14512.0,122,187.0,232.0,275,1
1464,15774.0,87,68.0,68.0,270,3
1465,12853.0,800,134.0,315.0,1957,2
1466,14282.0,2668,3.0,367.0,3729,2
1467,13732.0,498,28.0,28.0,491,3
1468,16315.0,75,330.0,330.0,226,0
1469,17960.0,41,171.0,171.0,73,1
1470,13607.0,290,40.0,40.0,678,3
1471,16135.0,209,262.0,262.0,517,0
1472,17930.0,1594,35.0,239.0,1740,1
1473,13341.0,301,260.0,260.0,775,0
1474,13859.0,129,326.0,326.0,201,0
1475,13807.0,36,367.0,367.0,112,0
1476,14280.0,52,196.0,196.0,134,1
1477,13302.0,5,155.0,155.0,63,1
1478,15977.0,1016,17.0,39.0,1054,3
1479,13023.0,286,64.0,129.0,689,1
1480,16610.0,66,219.0,219.0,75,0
1481,16144.0,16,246.0,246.0,175,0
1482,14024.0,150,121.0,124.0,327,1
1483,13005.0,172,173.0,246.0,513,1
1484,17636.0,182,19.0,19.0,285,3
1485,17290.0,404,3.0,16.0,525,3
1486,16045.0,897,119.0,290.0,1340,2
1487,15923.0,122,372.0,372.0,127,0
1488,14784.0,237,26.0,323.0,289,2
1489,17921.0,430,64.0,266.0,826,2
1490,15806.0,602,46.0,276.0,784,2
1491,16742.0,1,46.0,46.0,464,3
1492,17664.0,604,18.0,212.0,604,1
1493,16617.0,91,235.0,235.0,151,0
1494,17001.0,2164,0.0,358.0,3989,2
1495,14548.0,256,150.0,317.0,652,2
1496,12352.0,536,36.0,296.0,2506,2
1497,17052.0,261,28.0,28.0,413,3
1498,17379.0,663,11.0,11.0,404,3
1499,15752.0,1978,39.0,372.0,2637,2
1500,13093.0,3961,275.0,373.0,7832,0
1501,16172.0,787,95.0,241.0,1140,1
1502,18259.0,714,24.0,366.0,2338,2
1503,16272.0,224,116.0,116.0,411,1
1504,18120.0,31,214.0,214.0,111,0
1505,17203.0,2850,35.0,60.0,3563,3
1506,12668.0,1634,11.0,355.0,3807,2
1507,12437.0,2922,1.0,331.0,4951,2
1508,17049.0,2676,2.0,275.0,5659,2
1509,17514.0,135,128.0,128.0,208,1
1510,16755.0,1064,114.0,315.0,1496,2
1511,14105.0,800,239.0,239.0,1266,0
1512,15847.0,449,38.0,288.0,389,2
1513,14944.0,2815,29.0,296.0,5900,2
1514,16360.0,2144,4.0,88.0,3512,3
1515,12908.0,1200,176.0,312.0,750,0
1516,13991.0,998,12.0,143.0,855,3
1517,14157.0,284,19.0,285.0,432,2
1518,12787.0,261,9.0,192.0,463,1
1519,18005.0,93,3.0,47.0,249,3
1520,17026.0,97,185.0,369.0,154,0
1521,15572.0,1229,4.0,278.0,2552,2
1522,14139.0,510,46.0,46.0,415,3
1523,14367.0,4438,8.0,276.0,9261,2
1524,17967.0,80,371.0,371.0,123,0
1525,14237.0,38,373.0,373.0,161,0
1526,13884.0,300,7.0,283.0,787,2
1527,12435.0,2055,79.0,267.0,7829,2
1528,14204.0,82,2.0,2.0,161,3
1529,12685.0,1523,28.0,93.0,2863,3
1530,14078.0,310,101.0,373.0,1049,2
1531,16926.0,35,371.0,371.0,230,0
1532,15850.0,302,19.0,168.0,238,1
1533,17481.0,1061,3.0,93.0,1255,3
1534,16316.0,1484,64.0,358.0,2938,2
1535,12849.0,623,31.0,268.0,1050,2
1536,17188.0,1328,11.0,362.0,2474,2
1537,16019.0,1733,46.0,364.0,3786,2
1538,12923.0,69,64.0,64.0,176,3
1539,13003.0,103,105.0,214.0,149,1
1540,17528.0,2138,1.0,71.0,3628,3
1541,17409.0,105,184.0,248.0,771,0
1542,15058.0,1069,25.0,312.0,2124,2
1543,13385.0,281,329.0,329.0,534,0
1544,16556.0,1890,66.0,360.0,3313,2
1545,14340.0,58,218.0,218.0,134,0
1546,13132.0,20,261.0,261.0,77,0
1547,18224.0,69,263.0,263.0,158,0
1548,16764.0,1259,3.0,143.0,2799,3
1549,15150.0,3658,17.0,269.0,5314,2
1550,16656.0,8894,22.0,364.0,8625,2
1551,15531.0,1105,8.0,30.0,2007,3
1552,16311.0,394,17.0,49.0,616,3
1553,17006.0,272,4.0,75.0,781,3
1554,14133.0,348,129.0,315.0,605,2
1555,14096.0,16352,4.0,101.0,65164,3
1556,17919.0,756,88.0,88.0,1304,3
1557,15448.0,232,312.0,312.0,494,0
1558,12856.0,1079,7.0,63.0,2179,3
1559,14666.0,161,24.0,24.0,195,3
1560,17551.0,150,359.0,359.0,306,0
1561,14875.0,558,107.0,262.0,1465,1
1562,14227.0,1820,26.0,284.0,3350,2
1563,14583.0,792,5.0,205.0,1052,1
1564,15078.0,5105,7.0,368.0,9743,2
1565,14723.0,695,10.0,371.0,1158,2
1566,14731.0,256,47.0,212.0,380,1
1567,17053.0,122,130.0,130.0,498,1
1568,16810.0,114,192.0,192.0,309,1
1569,17949.0,30546,1.0,371.0,58510,2
1570,12597.0,2236,19.0,268.0,3811,2
1571,15988.0,181,19.0,19.0,158,3
1572,16404.0,157,70.0,70.0,443,3
1573,14623.0,419,32.0,235.0,889,1
1574,12473.0,2439,29.0,191.0,3938,1
1575,13897.0,200,50.0,50.0,311,3
1576,12910.0,1692,23.0,241.0,3075,1
1577,15639.0,323,134.0,134.0,425,1
1578,15903.0,2410,9.0,295.0,5126,2
1579,15637.0,128,52.0,52.0,223,3
1580,17480.0,338,77.0,77.0,511,3
1581,16728.0,677,46.0,264.0,1054,2
1582,17311.0,1005,78.0,316.0,1384,2
1583,16431.0,453,213.0,297.0,642,0
1584,17984.0,98,145.0,145.0,152,1
1585,16352.0,300,17.0,37.0,494,3
1586,13437.0,1283,14.0,190.0,3408,1
1587,17468.0,116,10.0,14.0,137,3
1588,18075.0,1464,23.0,360.0,2611,2
1589,12637.0,3002,67.0,323.0,6021,2
1590,13877.0,108,86.0,86.0,117,3
1591,15671.0,1699,18.0,270.0,2657,2
1592,15065.0,1383,37.0,291.0,3158,2
1593,14004.0,2668,43.0,288.0,4582,2
1594,16188.0,782,44.0,242.0,981,1
1595,15043.0,300,31.0,31.0,537,3
1596,17886.0,481,31.0,249.0,899,2
1597,12631.0,236,57.0,57.0,640,3
1598,14798.0,150,52.0,310.0,173,2
1599,17705.0,963,3.0,301.0,1823,2
1600,15512.0,68,155.0,359.0,121,2
1601,17376.0,86,70.0,311.0,203,2
1602,17475.0,178,79.0,79.0,194,3
1603,17832.0,208,49.0,49.0,155,3
1604,16389.0,1242,53.0,283.0,1382,2
1605,13764.0,932,70.0,337.0,1521,2
1606,13124.0,2147,89.0,359.0,3866,2
1607,12691.0,394,28.0,357.0,1035,2
1608,13155.0,497,33.0,368.0,971,2
1609,18190.0,140,192.0,330.0,284,0
1610,13122.0,585,94.0,240.0,922,1
1611,15623.0,125,141.0,141.0,301,1
1612,14241.0,146,183.0,183.0,213,1
1613,17375.0,367,199.0,361.0,400,0
1614,13435.0,2129,5.0,189.0,3809,1
1615,15669.0,342,40.0,263.0,684,2
1616,17107.0,4837,33.0,278.0,10815,2
1617,15121.0,199,50.0,288.0,457,2
1618,16343.0,195,16.0,16.0,370,3
1619,17255.0,232,40.0,299.0,298,2
1620,18064.0,384,133.0,235.0,814,1
1621,18250.0,199,310.0,310.0,349,0
1622,13809.0,29,305.0,305.0,155,0
1623,18203.0,43,157.0,157.0,160,1
1624,17612.0,1808,53.0,297.0,2048,2
1625,15116.0,648,17.0,204.0,1352,1
1626,14964.0,143,247.0,247.0,206,0
1627,18079.0,7432,45.0,238.0,3651,1
1628,15365.0,1084,25.0,315.0,2314,2
1629,13709.0,3516,3.0,315.0,6328,2
1630,15266.0,18,338.0,338.0,119,0
1631,14766.0,1349,8.0,366.0,2473,2
1632,15918.0,153,190.0,271.0,334,0
1633,14214.0,751,30.0,277.0,1004,2
1634,14577.0,353,12.0,362.0,859,2
1635,17153.0,104,24.0,24.0,213,3
1636,17159.0,1111,21.0,171.0,1538,1
1637,15142.0,365,46.0,46.0,498,3
1638,17649.0,399,138.0,138.0,868,1
1639,12989.0,2943,3.0,364.0,6924,2
1640,15808.0,1343,306.0,369.0,3734,0
1641,15026.0,285,80.0,277.0,469,2
1642,12363.0,408,109.0,242.0,552,1
1643,13846.0,388,24.0,360.0,865,2
1644,12987.0,219,73.0,197.0,558,1
1645,17595.0,229,12.0,37.0,388,3
1646,13575.0,449,23.0,176.0,732,1
1647,12514.0,440,267.0,267.0,1017,0
1648,15198.0,120,92.0,124.0,193,1
1649,16306.0,487,213.0,367.0,632,0
1650,16930.0,341,26.0,68.0,380,3
1651,17339.0,152,94.0,365.0,243,2
1652,17668.0,93,1.0,38.0,347,3
1653,13375.0,442,88.0,88.0,778,3
1654,18117.0,618,25.0,25.0,320,3
1655,15214.0,1254,1.0,242.0,1661,2
1656,16475.0,319,88.0,273.0,544,2
1657,15663.0,106,106.0,106.0,138,3
1658,17520.0,365,53.0,53.0,546,3
1659,13824.0,768,32.0,310.0,1698,2
1660,14502.0,1498,19.0,313.0,2470,2
1661,14262.0,1645,8.0,240.0,2618,2
1662,13672.0,57,301.0,332.0,186,0
1663,16914.0,121,36.0,36.0,208,3
1664,14439.0,526,319.0,319.0,2661,0
1665,14386.0,54,296.0,296.0,142,0
1666,13270.0,200,366.0,366.0,590,0
1667,17384.0,88,19.0,219.0,336,1
1668,14231.0,409,183.0,288.0,925,0
1669,14062.0,5593,9.0,364.0,10464,2
1670,12465.0,479,17.0,169.0,742,1
1671,17659.0,1525,17.0,372.0,2999,2
1672,16340.0,501,107.0,107.0,549,3
1673,14059.0,128,266.0,266.0,183,0
1674,16716.0,120,266.0,311.0,901,0
1675,16169.0,1325,8.0,75.0,1822,3
1676,12623.0,191,276.0,276.0,305,0
1677,15620.0,915,56.0,358.0,1553,2
1678,15636.0,284,89.0,282.0,724,2
1679,16202.0,191,360.0,360.0,365,0
1680,12812.0,164,44.0,44.0,229,3
1681,13133.0,32,273.0,304.0,109,0
1682,13153.0,418,5.0,5.0,486,3
1683,14572.0,1428,3.0,324.0,2832,2
1684,17566.0,518,8.0,25.0,901,3
1685,14326.0,103,242.0,242.0,183,0
1686,15192.0,918,119.0,365.0,1044,2
1687,14334.0,1731,16.0,358.0,2552,2
1688,13104.0,504,3.0,354.0,1098,2
1689,16849.0,33,186.0,186.0,124,1
1690,17309.0,41,95.0,95.0,82,3
1691,14762.0,341,263.0,263.0,300,0
1692,15211.0,240,60.0,365.0,894,2
1693,12425.0,496,78.0,78.0,777,3
1694,14805.0,115,15.0,313.0,554,2
1695,16256.0,581,266.0,266.0,752,0
1696,14285.0,541,21.0,176.0,1910,1
1697,16140.0,730,65.0,371.0,725,2
1698,14616.0,104,242.0,317.0,406,0
1699,18030.0,67,4.0,42.0,230,3
1700,16903.0,262,29.0,29.0,373,3
1701,14208.0,114,94.0,94.0,151,3
1702,17527.0,488,53.0,218.0,939,1
1703,13151.0,363,295.0,295.0,1257,0
1704,16247.0,182,170.0,170.0,114,1
1705,17299.0,678,11.0,173.0,669,1
1706,14550.0,394,10.0,44.0,765,3
1707,14541.0,647,58.0,319.0,1461,2
1708,12762.0,1227,7.0,25.0,1898,3
1709,15681.0,816,25.0,280.0,1426,2
1710,16796.0,186,89.0,89.0,305,3
1711,18040.0,148,19.0,245.0,357,2
1712,13247.0,328,17.0,82.0,501,3
1713,12607.0,1228,60.0,60.0,1579,3
1714,12372.0,794,71.0,296.0,1298,2
1715,13243.0,233,203.0,203.0,600,1
1716,14700.0,1342,32.0,238.0,2235,1
1717,16383.0,475,74.0,268.0,668,2
1718,13546.0,359,12.0,200.0,626,1
1719,15342.0,283,129.0,129.0,406,1
1720,17420.0,265,50.0,373.0,598,2
1721,16451.0,120,87.0,87.0,266,3
1722,17923.0,50,282.0,282.0,207,0
1723,12782.0,1086,4.0,357.0,2330,2
1724,16131.0,1802,51.0,239.0,3506,1
1725,15601.0,4983,11.0,372.0,6776,2
1726,17229.0,185,96.0,142.0,318,1
1727,17508.0,289,280.0,280.0,387,0
1728,15475.0,319,77.0,77.0,454,3
1729,12377.0,944,315.0,354.0,1628,0
1730,16520.0,558,186.0,365.0,1046,0
1731,14289.0,292,8.0,289.0,911,2
1732,16837.0,1563,31.0,245.0,3170,1
1733,17126.0,792,152.0,362.0,1004,2
1734,16066.0,936,16.0,124.0,1521,3
1735,12621.0,7440,1.0,365.0,13689,2
1736,13317.0,1035,66.0,358.0,2273,2
1737,13362.0,1382,9.0,287.0,3090,2
1738,18230.0,1316,9.0,302.0,2810,2
1739,16980.0,788,255.0,291.0,1078,0
1740,18202.0,581,199.0,311.0,1396,0
1741,17180.0,683,56.0,316.0,796,2
1742,18277.0,68,58.0,58.0,110,3
1743,17654.0,41,277.0,277.0,117,0
1744,16349.0,9,290.0,290.0,53,0
1745,15912.0,185,178.0,233.0,264,1
1746,12489.0,105,336.0,336.0,334,0
1747,15810.0,861,78.0,296.0,1391,2
1748,14553.0,493,19.0,339.0,859,2
1749,16685.0,396,61.0,61.0,324,3
1750,17883.0,379,3.0,246.0,671,2
1751,15904.0,84,8.0,8.0,164,3
1752,15205.0,378,85.0,127.0,653,1
1753,16384.0,260,89.0,263.0,584,1
1754,16105.0,330,248.0,248.0,336,0
1755,13198.0,2648,10.0,361.0,3401,2
1756,16303.0,2659,25.0,333.0,5360,2
1757,14126.0,508,7.0,10.0,706,3
1758,15881.0,260,312.0,364.0,501,0
1759,14738.0,601,42.0,316.0,1314,2
1760,17648.0,487,60.0,249.0,1797,1
1761,12516.0,875,77.0,180.0,1312,1
1762,12394.0,819,63.0,217.0,1272,1
1763,17368.0,1391,23.0,337.0,1912,2
1764,13690.0,67,59.0,59.0,172,3
1765,15717.0,70,234.0,234.0,150,0
1766,14480.0,143,11.0,11.0,279,3
1767,17444.0,2119,147.0,172.0,2940,1
1768,13719.0,609,15.0,234.0,1041,1
1769,16525.0,7397,2.0,366.0,13027,2
1770,13579.0,176,14.0,369.0,467,2
1771,14121.0,2082,3.0,59.0,2780,3
1772,14117.0,72,143.0,143.0,90,1
1773,14973.0,369,107.0,225.0,1314,1
1774,15587.0,312,50.0,351.0,913,2
1775,14957.0,34,253.0,253.0,58,0
1776,17839.0,285,42.0,42.0,338,3
1777,16621.0,302,51.0,277.0,813,2
1778,14014.0,1076,77.0,77.0,505,3
1779,17754.0,1869,0.0,260.0,1772,2
1780,12346.0,74215,325.0,325.0,77183,0
1781,16945.0,2725,21.0,358.0,4345,2
1782,13291.0,233,155.0,155.0,361,1
1783,18172.0,3184,14.0,289.0,7561,2
1784,13425.0,1123,108.0,294.0,1624,2
1785,13745.0,496,162.0,162.0,300,1
1786,15249.0,3577,31.0,256.0,6688,2
1787,17206.0,76,53.0,53.0,204,3
1788,15147.0,366,240.0,240.0,623,0
1789,13598.0,58,47.0,47.0,180,3
1790,17887.0,30,129.0,129.0,111,1
1791,16110.0,733,45.0,311.0,1337,2
1792,15944.0,50,276.0,276.0,325,0
1793,16869.0,585,22.0,175.0,825,1
1794,16186.0,3020,22.0,372.0,4006,2
1795,15827.0,882,73.0,372.0,1836,2
1796,17373.0,408,40.0,312.0,646,2
1797,14815.0,744,36.0,67.0,778,3
1798,14657.0,466,17.0,326.0,848,2
1799,12494.0,707,15.0,365.0,1246,2
1800,16305.0,256,138.0,138.0,361,1
1801,12544.0,136,36.0,36.0,372,3
1802,13685.0,5056,2.0,60.0,3119,3
1803,17160.0,2856,31.0,241.0,3518,1
1804,16936.0,173,25.0,25.0,262,3
1805,15667.0,240,39.0,39.0,301,3
1806,16078.0,16,283.0,283.0,79,0
1807,13162.0,1713,122.0,334.0,1688,2
1808,12438.0,1180,14.0,140.0,2906,3
1809,15498.0,6105,2.0,366.0,13316,2
1810,14511.0,784,11.0,133.0,1314,3
1811,15679.0,1170,24.0,182.0,781,1
1812,14849.0,5694,21.0,373.0,7930,2
1813,16415.0,187,44.0,44.0,210,3
1814,17348.0,1401,14.0,297.0,1159,2
1815,14544.0,1543,24.0,361.0,2024,2
1816,17530.0,1526,1.0,365.0,2385,2
1817,18145.0,2625,12.0,312.0,2861,2
1818,15471.0,266,2.0,2.0,469,3
1819,17584.0,458,7.0,127.0,1242,3
1820,14217.0,689,1.0,366.0,2004,2
1821,16258.0,2994,45.0,219.0,5203,1
1822,12921.0,9526,9.0,373.0,16587,2
1823,15665.0,1666,168.0,243.0,2242,1
1824,16191.0,3351,2.0,360.0,5180,2
1825,18219.0,885,2.0,368.0,2069,2
1826,15044.0,2795,19.0,362.0,7700,2
1827,14711.0,978,10.0,262.0,2868,2
1828,15300.0,292,64.0,64.0,496,3
1829,14125.0,1640,10.0,78.0,2740,3
1830,16399.0,264,19.0,235.0,408,1
1831,15023.0,2871,3.0,369.0,6802,2
1832,14006.0,641,115.0,312.0,962,2
1833,15658.0,242,190.0,372.0,1024,0
1834,13365.0,1247,33.0,217.0,2225,1
1835,15308.0,175,274.0,274.0,310,0
1836,13514.0,40,73.0,73.0,152,3
1837,15075.0,447,77.0,77.0,773,3
1838,17078.0,788,36.0,36.0,378,3
1839,14631.0,622,50.0,298.0,1006,2
1840,13106.0,18,133.0,133.0,76,1
1841,16458.0,2154,2.0,360.0,3482,2
1842,12831.0,135,262.0,262.0,215,0
1843,13654.0,2182,43.0,273.0,2707,2
1844,17095.0,618,22.0,334.0,1324,2
1845,14918.0,675,115.0,154.0,1610,1
1846,14803.0,370,162.0,292.0,845,0
1847,14761.0,118,58.0,334.0,255,2
1848,15136.0,776,2.0,96.0,1286,3
1849,14753.0,211,87.0,87.0,563,3
1850,14362.0,100,22.0,22.0,161,3
1851,15032.0,2968,256.0,366.0,4959,0
1852,13866.0,57,74.0,74.0,145,3
1853,13815.0,2560,22.0,318.0,4027,2
1854,17830.0,92,1.0,288.0,398,2
1855,13717.0,1959,32.0,298.0,1445,2
1856,12656.0,1723,17.0,233.0,4051,1
1857,13193.0,50,61.0,61.0,117,3
1858,15521.0,1836,40.0,254.0,3000,2
1859,14385.0,159,9.0,23.0,202,3
1860,15524.0,4,24.0,24.0,440,3
1861,16910.0,886,4.0,91.0,1510,3
1862,14041.0,94,266.0,266.0,141,0
1863,12567.0,4305,22.0,369.0,9401,2
1864,13321.0,372,72.0,86.0,567,3
1865,14350.0,183,274.0,274.0,282,0
1866,14212.0,1152,89.0,89.0,1070,3
1867,13784.0,2493,9.0,332.0,2462,2
1868,14142.0,313,373.0,373.0,311,0
1869,16297.0,206,268.0,268.0,301,0
1870,15290.0,4501,4.0,359.0,7943,2
1871,17955.0,273,198.0,219.0,557,0
1872,18015.0,157,4.0,4.0,120,3
1873,17600.0,144,17.0,17.0,161,3
1874,16719.0,1204,14.0,368.0,1790,2
1875,16133.0,8887,3.0,318.0,14589,2
1876,15618.0,454,32.0,136.0,776,3
1877,14793.0,91,21.0,21.0,228,3
1878,17535.0,136,280.0,280.0,164,0
1879,17171.0,185,289.0,289.0,224,0
1880,17408.0,3,163.0,163.0,32,1
1881,13666.0,41,60.0,287.0,84,2
1882,17406.0,787,333.0,366.0,2200,0
1883,14573.0,544,179.0,372.0,1653,0
1884,12603.0,63,21.0,21.0,739,3
1885,15939.0,4728,89.0,331.0,6115,2
1886,17581.0,5927,0.0,372.0,11045,2
1887,16063.0,262,260.0,260.0,335,0
1888,16446.0,80997,0.0,205.0,168472,1
